baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TAS2R3	3.2538290184619	-1.26999530780553	0.428972714796247	-2.96055031940376	0.00307089951852324	0.0469705148808756
IGLL1	12.5630451251878	-1.32125409906097	0.315059478410865	-4.19366560792033	2.74482518815729e-05	0.00215174480726819
KRT17	5271.26969211402	-1.41670185720128	0.326804410547767	-4.3350144963671	1.4575051719441e-05	0.0013487584827993
VGF	73.0397801861353	-1.97511012528733	0.325752740288565	-6.06321875769239	1.33423992623807e-09	6.74851243787513e-07
KCNC1	13.7691849733355	-1.03967834265934	0.290291800768493	-3.58149399985459	0.000341634985451206	0.0121994086729351
KLK8	32.9201467764929	-2.12350562553983	0.583885962624032	-3.63684993555354	0.000275992611494413	0.0106594928809709
SYT5	54.7923903115976	-2.10358021899595	0.341873504680492	-6.15309519514218	7.59851637611466e-10	4.12588264934237e-07
KIF1A	1561.30137595754	-2.17530090286545	0.444072643949253	-4.89852489790844	9.65588049811231e-07	0.000161323111145611
UNC13A	96.7618202560053	-1.63006453874429	0.259724019664318	-6.27614088543325	3.47079710242765e-10	2.0341625621101e-07
H19	1400.98138799827	-1.37877140909038	0.329471070202898	-4.18480265427034	2.85413947011692e-05	0.00221393679947746
C1QL1	25.9006346761687	-1.08822071841548	0.292571389790502	-3.71950490167447	0.000199613673854119	0.00859055484997147
TEX101	7.16735248479444	-1.55365213085588	0.404543695094946	-3.84050511648993	0.000122781413113229	0.00624582051981959
G6PC	4.90765410110887	-2.49525075260782	0.636388676828396	-3.92095403872289	8.81990856628306e-05	0.00485331570779239
KRT34	1.65565447438153	-2.12694363718056	0.606310022209821	-3.50801332530919	0.000451466435826386	0.0147257024823477
LIN28A	10.4662425989509	-3.16420771195775	0.570477138239363	-5.5465986274635	2.91280351554512e-08	9.95828187078449e-06
RTBDN	20.8256499035776	-1.44252714151642	0.370496465576406	-3.89349771332417	9.88091342749654e-05	0.00530280474539905
LINC00470	30.5328838857024	-1.65458736023068	0.4669376077845	-3.54348703691116	0.00039487272274743	0.0133637814317171
CRP	3.81408278462391	-1.47228651660815	0.426389052182268	-3.45291819542025	0.000554557149037937	0.0168664856786884
ANGPTL3	12.4172488011833	-1.45011577556161	0.351297736616197	-4.12788248945057	3.66119118439363e-05	0.00266631483434647
GPR12	14.4880030632839	-1.54864737183832	0.453610996492184	-3.41404283364854	0.000640065121022892	0.0181659751552674
MYBPH	148.766197593042	-1.12056602463646	0.346473133201829	-3.23420755393377	0.001219807736455	0.0269694377563641
MYO18B	19.4557015589199	-1.89408454449588	0.370191101415691	-5.1165047923964	3.11249380640974e-07	6.80015436769626e-05
NTS	501.330079137667	-2.60361146035544	0.481430379706919	-5.40807470841463	6.37058521604021e-08	1.82341951885157e-05
SPINK5	1282.64209045088	-1.25655264247243	0.306226578385231	-4.10334285514466	4.07223083545123e-05	0.00285311155858379
TEX15	37.14605985574	-1.45151354922234	0.458596594337364	-3.16512064665387	0.00155018658716787	0.0311412074853097
REG4	96.2536457851594	-4.96312024858981	0.514117219715367	-9.65367441171795	4.74252914725911e-22	4.3777100926062e-18
SAA2	182.632392523053	-1.20044363664326	0.317766236332116	-3.77775704083493	0.000158247144408971	0.00745011976842194
FST	437.014037668824	-1.11354601425652	0.268379728691417	-4.14914352766515	3.33721529950925e-05	0.00248040835952339
CFHR4	2.33323363060637	-2.51365427403235	0.569502248147794	-4.41377410222272	1.01583957572786e-05	0.00101923490909239
ERN2	963.36215537187	-1.10869380494428	0.353878914759268	-3.1329750338431	0.0017304416051507	0.0332935090458034
SPX	103.36857984713	-1.86825685982217	0.343156387661936	-5.44433071041272	5.20005312706311e-08	1.56098830577684e-05
DSG3	41.7008341972003	-2.9440608421673	0.44078001332643	-6.67920675429312	2.40239034409965e-11	2.39739077500518e-08
DSC3	99.8396362027657	-1.55317939181137	0.306134788709007	-5.07351483430302	3.90534014477798e-07	7.87961061014411e-05
TCN1	828.036212148141	-2.06806351824866	0.422888417784118	-4.89032905910512	1.00667548209658e-06	0.000165935173327911
KCP	240.218989167958	-1.29233759294202	0.234528559538988	-5.51036340939612	3.58093600234111e-08	1.18052589298608e-05
CGA	74.4089259350738	-3.91752484306937	0.607630246051644	-6.44721830179667	1.13921643650866e-10	7.78949786763133e-08
EMX1	9.58138334314553	-1.47970992659036	0.361957328306505	-4.08807837518722	4.34961213505025e-05	0.00295830848833065
GH2	1.91413786454288	-2.24351513428062	0.764711616546165	-2.9338054839725	0.00334833976109146	0.0496509032123615
TBR1	4.1538851534725	-1.63441406713001	0.439032901493954	-3.72275986963249	0.000197056918759095	0.00852981548809154
GATA4	18.3679444116456	-2.21763963574255	0.467823051789154	-4.74033852599045	2.13361434121435e-06	0.000300439937585349
IL36RN	137.596439392631	-1.20719205987275	0.404963718388131	-2.98098818501005	0.00287319877717849	0.045317009162649
IL36B	2.01314738965674	-1.81063574179636	0.511400638600918	-3.54054259054089	0.000399305181425993	0.0134592106830805
TINAG	40.9374231146307	-2.02530809941384	0.551890878259852	-3.66976186633084	0.000242776524642816	0.00975412145743929
KIAA0319	343.035368327284	-1.33197149574338	0.2784789062763	-4.78302473086355	1.72676870861831e-06	0.00024999052508485
TRIM29	1694.21746070947	-1.12224758111646	0.332164284936888	-3.37859195587416	0.00072858061285725	0.0198917991737587
FXYD2	18.386876857764	-1.05331160368818	0.251570085298414	-4.18695093432407	2.82726914377369e-05	0.00219771070727487
CYP2C9	33.4509848341392	-1.35869490394862	0.312135173273958	-4.35290547264313	1.34345086382735e-05	0.00126353767278928
MYPN	9.02092366982206	-1.14711087138637	0.367872520200121	-3.11822930063476	0.00181941191230651	0.034304699489538
HCN4	63.9073741862707	-1.13175317833907	0.332169345842218	-3.40715720010077	0.000656433082227751	0.0185100918334348
PIK3C2G	117.677956737325	-1.71982404883429	0.39785778842372	-4.32271052339604	1.54123898750635e-05	0.00140511523791844
PDX1	47.5238986690363	-2.39692446008389	0.616451478217085	-3.88826135516184	0.000100964875357396	0.00539497263794666
SLC39A5	29.3460217397669	-1.68816934452498	0.296592262680823	-5.69188598942548	1.2564374254006e-08	4.88330937453331e-06
RNF113B	3.48165691946275	-1.79489579199907	0.503458793510106	-3.56512949050921	0.000363676589234446	0.0127213483031112
ZIC5	23.9300823153593	-2.40238619366353	0.505197433188564	-4.75534125045097	1.98111485338933e-06	0.000281341168198824
RHCG	58.182719398725	-1.63716572372839	0.369388004252371	-4.43210311347809	9.33183685753698e-06	0.000954458205791794
CHST4	71.8936384292312	-1.23157038163009	0.278379901641624	-4.42406357056468	9.68614978749898e-06	0.000982532166494024
